Year,Rnd,DT,OvPck,FrRnd,RdPck,Tm,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G.1,W,L,ERA,WHIP,SV,Type,Drafted Out of,Team Made Playoffs
2012,1,,21,FrRnd,21,Braves,Y,"$1,650,000 ",Lucas Sims(minors),RHP,0.9,89.0,27.0,0.0,0.074,0.148,120.0,14.0,10.0,4.97,1.29,8.0,HS,"Brookwood HS (Snellville, GA)",1
2012,1,,22,FrRnd,22,Blue Jays,Y,"$1,800,000 ",*Marcus Stroman(minors),RHP,17.5,56.0,89.0,1.0,0.101,0.308,188.0,63.0,65.0,3.71,1.26,1.0,4Yr,"Duke University (Durham, NC)",0
2012,1,,23,FrRnd,23,Cardinals,Y,"$1,600,000 ",James Ramsey(minors),OF,,,,,,,,,,,,,4Yr,"Florida State University (Tallahassee, FL)",1
2012,1,,24,FrRnd,24,Red Sox,Y,"$2,050,000 ",Deven Marrero(minors),SS,-0.2,173.0,335.0,6.0,0.194,0.534,,,,,,,4Yr,"Arizona State University (Tempe, AZ)",0
2012,1,,25,FrRnd,25,Rays,Y,"$1,710,000 ",Richie Shaffer(minors),3B,0.0,51.0,122.0,5.0,0.213,0.72,,,,,,,4Yr,"Clemson University (Clemson, SC)",0
2012,1,,26,FrRnd,26,Diamondbacks,Y,"$1,700,000 ",Stryker Trahan(minors),C,,,,,,,,,,,,,HS,"Acadiana HS (Lafayette, LA)",0
2012,1,,27,FrRnd,27,Brewers via Tigers,Y,"$1,675,000 ",*Clint Coulter(minors),C,,,,,,,,,,,,,HS,"Union HS (Camas, WA)",0
2012,1,,28,FrRnd,28,Brewers,Y,"$1,525,000 ",Victor Roache(minors),OF,,,,,,,,,,,,,4Yr,"Georgia Southern University (Statesboro, GA)",0
2012,1,,29,FrRnd,29,Rangers,Y,"$1,625,000 ",Lewis Brinson(minors),OF,-3.4,341.0,1035.0,25.0,0.199,0.57,,,,,,,HS,"Coral Springs HS (Coral Springs, FL)",1
2012,1,,30,FrRnd,30,Yankees,Y,"$1,200,000 ",Ty Hensley(minors),RHP,,,,,,,,,,,,,HS,"Edmond Santa Fe HS (Edmond, OK)",1
2012,1s,,31,FrRnd,31,Red Sox,Y,"$1,575,000 ",*Brian Johnson(minors),LHP,0.9,6.0,7.0,0.0,0.143,0.286,65.0,7.0,9.0,4.74,1.55,0.0,4Yr,"University of Florida (Gainesville, FL)",0
2012,1s,,32,FrRnd,32,Twins,Y,"$1,550,000 ",*Jose Berrios(minors),RHP,10.8,10.0,17.0,0.0,0.118,0.284,164.0,66.0,51.0,4.19,1.24,0.0,HS,"Papa Juan HS (Bayamon, Puerto Rico)",0
2012,1s,,33,FrRnd,33,Padres,Y,"$1,200,000 ",*Zach Eflin(minors),RHP,6.5,93.0,167.0,1.0,0.126,0.298,120.0,36.0,45.0,4.53,1.3,0.0,HS,"Paul J. Hagerty HS (Oviedo, FL)",0
2012,1s,,34,FrRnd,34,Athletics,Y,"$1,500,000 ",*Daniel Robertson(minors),SS,2.2,299.0,801.0,18.0,0.227,0.683,3.0,0.0,0.0,0.0,0.67,0.0,HS,"Upland HS (Upland, CA)",1
2012,1s,,35,FrRnd,35,Mets,Y,"$1,400,000 ",*Kevin Plawecki(minors),C,2.9,412.0,1173.0,22.0,0.232,0.655,7.0,0.0,0.0,4.7,0.91,0.0,4Yr,"Purdue University (West Lafayette, IN)",0
2012,1s,,36,FrRnd,36,Cardinals,Y,"$1,430,000 ",*Stephen Piscotty(minors),3B,7.0,703.0,2449.0,89.0,0.258,0.758,,,,,,,4Yr,"Stanford University (Palo Alto, CA)",1
2012,1s,,37,FrRnd,37,Red Sox,Y,"$1,000,000 ",*Pat Light(minors),RHP,-0.7,2.0,0.0,0.0,,,17.0,0.0,1.0,11.34,2.28,0.0,4Yr,"Monmouth University (West Long Branch, NJ)",0
2012,1s,,38,FrRnd,38,Brewers,Y,"$1,200,000 ",*Mitch Haniger(minors),OF,14.2,516.0,1975.0,104.0,0.262,0.818,,,,,,,4Yr,"California Polytechnic State University, San Luis Obispo (San Luis Obispo, CA)",0
2012,1s,,39,FrRnd,39,Rangers,Y,"$2,250,000 ",*Joey Gallo(minors),3B,14.3,692.0,2208.0,167.0,0.202,0.802,,,,,,,HS,"Bishop Gorman HS (Las Vegas, NV)",1
2012,1s,,40,FrRnd,40,Phillies,Y,"$1,291,300 ",*Shane Watson(minors),RHP,,,,,,,,,,,,,HS,"Lakewood HS (Lakewood, CA)",0
2012,1s,,41,FrRnd,41,Astros,Y,"$2,500,000 ",*Lance McCullers Jr.(minors),RHP,9.7,7.0,14.0,0.0,0.071,0.143,122.0,45.0,30.0,3.57,1.25,0.0,HS,"Jesuit HS (Tampa, FL)",0
2012,1s,,42,FrRnd,42,Twins,Y,"$1,227,000 ",*Luke Bard(minors),RHP,0.6,2.0,0.0,0.0,,,50.0,3.0,3.0,4.63,1.1,0.0,4Yr,"Georgia Institute of Technology (Atlanta, GA)",0
2012,1s,,43,FrRnd,43,Cubs,Y,"$1,196,000 ",*Pierce Johnson(minors),RHP,0.9,96.0,1.0,0.0,0.0,0.0,131.0,9.0,8.0,3.97,1.32,0.0,4Yr,"Missouri State University (Springfield, MO)",0
2012,1s,,44,FrRnd,44,Padres,Y,"$975,000 ",*Travis Jankowski(minors),OF,2.7,459.0,1058.0,9.0,0.238,0.634,,,,,,,4Yr,"State University of New York at Stony Brook (Stony Brook, NY)",0
2012,1s,,45,FrRnd,45,Pirates,Y,"$1,000,000 ",*Barrett Barnes(minors),OF,,,,,,,,,,,,,4Yr,"Texas Tech University (Lubbock, TX)",0
2012,1s,,46,FrRnd,46,Rockies,Y,"$1,000,000 ",*Eddie Butler(minors),RHP,-2.3,58.0,61.0,0.0,0.049,0.129,79.0,12.0,22.0,5.8,1.66,2.0,4Yr,"Radford University (Radford, VA)",0
2012,1s,,47,FrRnd,47,Athletics,Y,"$1,079,700 ",*Matt Olson(minors),1B,19.8,656.0,2357.0,154.0,0.252,0.853,,,,,,,HS,"Parkview HS (Lilburn, GA)",1
2012,1s,,48,FrRnd,48,White Sox,Y,"$950,000 ",*Keon Barnum(minors),1B,,,,,,,,,,,,,HS,"C. Leon King HS (Tampa, FL)",0
2012,1s,,49,FrRnd,49,Reds,Y,"$1,000,000 ",*Jesse Winker(minors),RF,5.2,492.0,1591.0,72.0,0.277,0.851,,,,,,,HS,"Olympia HS (Orlando, FL)",1
2012,1s,,50,FrRnd,50,Blue Jays,Y,"$2,000,000 ",*Matt Smoral(minors),LHP,,,,,,,,,,,,,HS,"Solon HS (Solon, OH)",0
2012,1s,,51,FrRnd,51,Dodgers,Y,"$984,700 ",*Jesmuel Valentin(minors),SS,-0.7,46.0,79.0,1.0,0.177,0.562,1.0,0.0,0.0,27.0,4.0,0.0,HS,"Puerto Rico Baseball Academy (Gurabo, Puerto Rico)",0
2012,1s,,52,FrRnd,52,Cardinals,Y,"$678,790 ",*Patrick Wisdom(minors),3B,3.3,225.0,690.0,49.0,0.229,0.794,,,,,,,4Yr,"Saint Mary's College of California (Moraga, CA)",1
2012,1s,,53,FrRnd,53,Rangers,Y,"$975,000 ",*Collin Wiles(minors),RHP,,,,,,,,,,,,,HS,"Blue Valley West HS (Stilwell, KS)",1
2012,1s,,54,FrRnd,54,Phillies,Y,"$940,200 ",*Mitch Gueller(minors),RHP,,,,,,,,,,,,,HS,"W. F. West HS (Chehalis, WA)",0
2012,1,,55,FrRnd,55,Padres,Y,"$2,000,000 ",*Walker Weickel(minors),RHP,,,,,,,,,,,,,HS,"Olympia HS (Orlando, FL)",0
2012,1s,,56,FrRnd,56,Cubs,Y,"$911,700 ",*Paul Blackburn(minors),RHP,2.4,2.0,5.0,0.0,0.0,0.0,46.0,12.0,14.0,4.64,1.36,0.0,HS,"Heritage HS (Brentwood, CA)",0
2012,1s,,57,FrRnd,57,Reds,Y,"$825,000 ",*Jeff Gelalich(minors),OF,,,,,,,,,,,,,4Yr,"University of California, Los Angeles (Los Angeles, CA)",1
2012,1s,,58,FrRnd,58,Blue Jays,Y,"$1,000,000 ",*Mitch Nay(minors),3B,,,,,,,,,,,,,HS,"Hamilton HS (Chandler, AZ)",0
2012,1s,,59,FrRnd,59,Cardinals,Y,"$700,000 ",*Steve Bean(minors),C,,,,,,,,,,,,,HS,"Rockwall HS (Rockwall, TX)",1
2012,1s,,60,FrRnd,60,Blue Jays,Y,"$750,000 ",*Tyler Gonzales(minors),RHP,,,,,,,,,,,,,HS,"James Madison HS (San Antonio, TX)",0
2013,1,,1,FrRnd,1,Astros,Y,"$6,350,000 ",Mark Appel(minors),RHP,0.1,0.0,0.0,,,,2.0,0.0,0.0,0.0,0.5,0.0,4Yr,"Stanford University (Palo Alto, CA)",0
2013,1,,2,FrRnd,2,Cubs,Y,"$6,708,400 ",Kris Bryant(minors),3B,28.5,907.0,3375.0,167.0,0.278,0.875,,,,,,,4Yr,"University of San Diego (San Diego, CA)",0
2013,1,,3,FrRnd,3,Rockies,Y,"$4,800,000 ",Jon Gray(minors),RHP,11.3,140.0,242.0,1.0,0.091,0.25,166.0,57.0,53.0,4.54,1.32,0.0,4Yr,"University of Oklahoma (Norman, OK)",0
2013,1,,4,FrRnd,4,Twins,Y,"$4,544,400 ",Kohl Stewart(minors),RHP,0.2,4.0,3.0,0.0,0.333,0.667,21.0,5.0,4.0,4.88,1.48,0.0,HS,"St. Pius X HS (Houston, TX)",0
2013,1,,5,FrRnd,5,Indians,Y,"$3,500,000 ",Jackson Frazier(minors),3B,0.2,247.0,744.0,29.0,0.238,0.756,,,,,,,HS,"Loganville HS (Loganville, GA)",1
2013,1,,6,FrRnd,6,Marlins,Y,"$3,516,500 ",Colin Moran(minors),3B,-0.2,497.0,1511.0,49.0,0.263,0.742,,,,,,,4Yr,"University of North Carolina at Chapel Hill (Chapel Hill, NC)",0
2013,1,,7,FrRnd,7,Red Sox,Y,"$2,750,000 ",Trey Ball(minors),LHP,,,,,,,,,,,,,HS,"New Castle Chrysler HS (New Castle, IN)",1
2013,1,,8,FrRnd,8,Royals,Y,"$2,200,000 ",Hunter Dozier(minors),SS,-1.4,506.0,1804.0,67.0,0.244,0.748,,,,,,,4Yr,"Stephen F. Austin State University (Nacogdoches, TX)",0
2013,1,,9,FrRnd,9,Pirates,Y,"$3,029,600 ",*Austin Meadows(minors),CF,6.7,411.0,1486.0,70.0,0.259,0.809,,,,,,,HS,"Grayson HS (Loganville, GA)",1
2013,1,,10,FrRnd,10,Blue Jays,N,,Phil Bickford(minors),RHP,0.9,57.0,3.0,0.0,0.333,0.667,85.0,4.0,3.0,3.84,1.1,1.0,HS,"Oaks Christian HS (Westlake, CA)",0
2013,1,,11,FrRnd,11,Mets,Y,"$2,600,000 ",Dominic Smith(minors),1B,0.6,437.0,1217.0,46.0,0.249,0.74,,,,,,,HS,"Junipero Serra HS (Gardena, CA)",0
2013,1,,12,FrRnd,12,Mariners,Y,"$2,759,100 ",D.J. Peterson(minors),3B,,,,,,,,,,,,,4Yr,"University of New Mexico (Albuquerque, NM)",0
2013,1,,13,FrRnd,13,Padres,Y,"$2,678,000 ",Hunter Renfroe(minors),RF,9.5,630.0,2164.0,141.0,0.238,0.787,,,,,,,4Yr,"Mississippi State University (Mississippi State, MS)",0
2013,1,,14,FrRnd,14,Pirates,Y,"$2,369,800 ",Reese McGuire(minors),C,1.6,186.0,495.0,9.0,0.24,0.647,,,,,,,HS,"Kentwood HS (Covington, WA)",1
2013,1,,15,FrRnd,15,Diamondbacks,Y,"$2,250,000 ",Braden Shipley(minors),RHP,-0.1,25.0,34.0,0.0,0.088,0.206,26.0,4.0,6.0,5.49,1.6,0.0,4Yr,"University of Nevada, Reno (Reno, NV)",0
2013,1,,16,FrRnd,16,Phillies,Y,"$2,299,300 ",J.P. Crawford(minors),SS,10.4,451.0,1628.0,26.0,0.253,0.703,,,,,,,HS,"Lakewood HS (Lakewood, CA)",0
2013,1,,17,FrRnd,17,White Sox,Y,"$2,164,000 ",Tim Anderson(minors),SS,18.6,745.0,3015.0,96.0,0.289,0.765,,,,,,,JC,"East Central Community College (Decatur, MS)",0
2013,1,,18,FrRnd,18,Dodgers,Y,"$2,109,900 ",Chris Anderson(minors),RHP,,,,,,,,,,,,,4Yr,"Jacksonville University (Jacksonville, FL)",1
2013,1,,19,FrRnd,19,Cardinals,Y,"$1,850,000 ",Marco Gonzales(minors),LHP,9.7,18.0,23.0,0.0,0.217,0.565,137.0,55.0,42.0,3.97,1.27,0.0,4Yr,"Gonzaga University (Spokane, WA)",1
2013,1,,20,FrRnd,20,Tigers,Y,"$2,001,700 ",Jonathon Crawford(minors),RHP,,,,,,,,,,,,,4Yr,"University of Florida (Gainesville, FL)",1
2013,1,,21,FrRnd,21,Rays,Y,"$1,972,200 ",Nick Ciuffo(minors),C,-0.2,21.0,48.0,1.0,0.188,0.551,,,,,,,HS,"Lexington HS (Lexington, SC)",1
2013,1,,22,FrRnd,22,Orioles,Y,"$1,947,600 ",Hunter Harvey(minors),RHP,0.6,1.0,0.0,0.0,,,30.0,1.0,2.0,3.08,1.14,0.0,HS,"Bandys HS (Catawba, NC)",0
2013,1,,23,FrRnd,23,Rangers,Y,"$2,215,000 ",Chi Chi Gonzalez(minors),RHP,-0.2,37.0,55.0,0.0,0.109,0.252,66.0,9.0,24.0,5.66,1.48,0.0,4Yr,"Oral Roberts University (Tulsa, OK)",0
2013,1,,24,FrRnd,24,Athletics,Y,"$1,800,000 ",Billy McKinney(minors),CF,-0.3,263.0,690.0,28.0,0.206,0.664,,,,,,,HS,"Plano West Senior HS (Plano, TX)",1
2013,1,,25,FrRnd,25,Giants,Y,"$1,866,500 ",Christian Arroyo(minors),SS,1.3,181.0,547.0,19.0,0.234,0.685,1.0,0.0,0.0,0.0,2.0,0.0,HS,"Hernando HS (Brooksville, FL)",0
2013,1,,26,FrRnd,26,Yankees,Y,"$1,839,400 ",Eric Jagielo(minors),3B,,,,,,,,,,,,,4Yr,"University of Notre Dame (South Bend, IN)",0
2013,1,,27,FrRnd,27,Reds,Y,"$1,812,400 ",Phil Ervin(minors),CF,0.4,237.0,586.0,17.0,0.247,0.728,1.0,0.0,0.0,0.0,0.0,0.0,4Yr,"Samford University (Homewood, AL)",1
2013,1,,28,FrRnd,28,Cardinals via Brewers,Y,"$1,785,300 ",*Rob Kaminsky(minors),LHP,-0.1,0.0,0.0,0.0,,,5.0,0.0,0.0,1.93,1.07,0.0,HS,"St. Joseph Regional HS (Montvale, NJ)",1
2013,1,,29,FrRnd,29,Rays via Braves,Y,"$1,755,800 ",*Ryne Stanek(minors),RHP,3.1,35.0,0.0,0.0,,,254.0,6.0,12.0,3.52,1.27,4.0,4Yr,"University of Arkansas (Fayetteville, AR)",1
2013,1,,30,FrRnd,30,Rangers via Angels,Y,"$1,900,000 ",*Travis Demeritte(minors),SS,-1.8,92.0,287.0,6.0,0.216,0.605,1.0,0.0,0.0,36.0,4.0,0.0,HS,"Winder-Barrow HS (Winder, GA)",0
2013,1,,31,FrRnd,31,Braves via Indians,Y,"$1,704,200 ",*Jason Hursh(minors),RHP,-0.2,11.0,0.0,0.0,,,11.0,1.0,0.0,8.25,2.0,0.0,4Yr,"Oklahoma State University (Stillwater, OK)",1
2013,1,,32,FrRnd,32,Yankees via Indians,Y,"$1,800,000 ",*Aaron Judge(minors),CF,29.9,650.0,2362.0,187.0,0.277,0.945,,,,,,,4Yr,"California State University, Fresno (Fresno, CA)",0
2013,1,,33,FrRnd,33,Yankees via Nationals,Y,"$1,650,100 ",*Ian Clarkin(minors),LHP,,,,,,,,,,,,,HS,"Madison HS (San Diego, CA)",0
2013,1,,34,FrRnd,34,Royals,Y,"$3,550,000 ",Sean Manaea(minors),LHP,12.8,8.0,14.0,0.0,0.214,0.552,144.0,53.0,45.0,3.9,1.21,0.0,4Yr,"Indiana State University (Terre Haute, IN)",0
2013,1,,35,FrRnd,35,Marlins,N,,Matt Krook(minors),LHP,,,,,,,,,,,,,HS,"St. Ignatius College Preparatory (San Francisco, CA)",0
2013,1,,36,FrRnd,36,Diamondbacks,Y,"$1,435,000 ",Aaron Blair(minors),RHP,-2.0,16.0,22.0,0.0,0.091,0.221,16.0,2.0,8.0,7.89,1.73,0.0,4Yr,"Marshall University (Huntington, WV)",0
2013,1,,37,FrRnd,37,Orioles,Y,"$1,450,000 ",Josh Hart(minors),CF,,,,,,,,,,,,,HS,"Parkview HS (Lilburn, GA)",0
2013,1,,38,FrRnd,38,Reds,Y,"$1,500,000 ",Michael Lorenzen(minors),RHP,6.6,321.0,133.0,7.0,0.233,0.71,308.0,29.0,29.0,4.18,1.37,14.0,4Yr,"California State University, Fullerton (Fullerton, CA)",1
2013,1,,39,FrRnd,39,Tigers,Y,"$1,433,400 ",Corey Knebel(minors),RHP,5.4,231.0,2.0,0.0,0.0,0.0,300.0,12.0,16.0,3.23,1.23,71.0,4Yr,"University of Texas at Austin (Austin, TX)",1
2014,1,,1,FrRnd,1,Astros,N,,Brady Aiken(minors),LHP,,,,,,,,,,,,,HS,"Cathedral Catholic HS (San Diego, CA)",0
2014,1,,2,FrRnd,2,Marlins,Y,"$6,000,000 ",Tyler Kolek(minors),RHP,,,,,,,,,,,,,HS,"Shepherd HS (Shepherd, TX)",0
2014,1,,3,FrRnd,3,White Sox,Y,"$6,582,000 ",Carlos Rodon(minors),LHP,14.0,8.0,13.0,0.0,0.154,0.385,137.0,49.0,43.0,3.68,1.27,0.0,4Yr,"North Carolina State University (Raleigh, NC)",0
2014,1,,4,FrRnd,4,Cubs,Y,"$3,125,000 ",Kyle Schwarber(minors),C,10.4,742.0,2494.0,176.0,0.234,0.835,,,,,,,4Yr,"Indiana University Bloomington (Bloomington, IN)",0
2014,1,,5,FrRnd,5,Twins,Y,"$3,851,000 ",Nick Gordon(minors),SS,0.8,136.0,370.0,8.0,0.254,0.684,1.0,0.0,0.0,0.0,1.0,0.0,HS,"Olympia HS (Orlando, FL)",0
2014,1,,6,FrRnd,6,Mariners,Y,"$4,200,000 ",Alex Jackson(minors),OF,-0.9,66.0,163.0,3.0,0.141,0.47,,,,,,,HS,"Rancho Bernardo HS (San Diego, CA)",0
2014,1,,7,FrRnd,7,Phillies,Y,"$3,300,900 ",Aaron Nola(minors),RHP,26.9,152.0,271.0,0.0,0.089,0.267,187.0,72.0,54.0,3.63,1.14,0.0,4Yr,"Louisiana State University (Baton Rouge, LA)",0
2014,1,,8,FrRnd,8,Rockies,Y,"$2,300,000 ",Kyle Freeland(minors),LHP,15.2,105.0,173.0,1.0,0.127,0.332,140.0,44.0,46.0,4.23,1.4,0.0,4Yr,"University of Evansville (Evansville, IN)",0
2014,1,,9,FrRnd,9,Blue Jays,Y,"$3,080,800 ",Jeff Hoffman(minors),RHP,-0.3,86.0,77.0,0.0,0.13,0.273,127.0,14.0,21.0,5.68,1.58,1.0,4Yr,"East Carolina University (Greenville, NC)",0
2014,1,,10,FrRnd,10,Mets,Y,"$2,970,800 ",Michael Conforto(minors),OF,15.7,757.0,2551.0,132.0,0.255,0.824,,,,,,,4Yr,"Oregon State University (Corvallis, OR)",0
2014,1,,11,FrRnd,11,Blue Jays,Y,"$2,888,300 ",Max Pentecost(minors),C,,,,,,,,,,,,,4Yr,"Kennesaw State University (Kennesaw, GA)",0
2014,1,,12,FrRnd,12,Brewers,Y,"$2,500,000 ",Kodi Medeiros(minors),LHP,,,,,,,,,,,,,HS,"Waiakea HS (Waiakea, HI)",0
2014,1,,13,FrRnd,13,Padres,Y,"$2,900,000 ",Trea Turner(minors),SS,27.6,768.0,3090.0,114.0,0.304,0.85,,,,,,,4Yr,"North Carolina State University (Raleigh, NC)",0
2014,1,,14,FrRnd,14,Giants,Y,"$2,613,200 ",Tyler Beede(minors),RHP,0.2,28.0,40.0,0.0,0.1,0.263,45.0,5.0,12.0,5.04,1.52,0.0,4Yr,"Vanderbilt University (Nashville, TN)",1
2014,1,,15,FrRnd,15,Angels,Y,"$2,518,400 ",Sean Newcomb(minors),LHP,3.0,128.0,81.0,0.0,0.037,0.121,148.0,24.0,23.0,4.39,1.47,2.0,4Yr,"University of Hartford (West Hartford, CT)",1
2014,1,,16,FrRnd,16,Diamondbacks,Y,"$2,700,000 ",Touki Toussaint(minors),RHP,-0.8,41.0,34.0,0.0,0.029,0.113,49.0,9.0,6.0,5.46,1.5,0.0,HS,"Coral Springs Christian Academy (Coral Springs, FL)",0
2014,1,,17,FrRnd,17,Royals,Y,"$2,200,600 ",Brandon Finnegan(minors),LHP,2.2,47.0,69.0,0.0,0.087,0.241,67.0,16.0,18.0,4.11,1.39,0.0,4Yr,"Texas Christian University (Fort Worth, TX)",1
2014,1,,18,FrRnd,18,Nationals,Y,"$2,511,100 ",Erick Fedde(minors),RHP,1.4,61.0,71.0,0.0,0.042,0.11,91.0,20.0,25.0,5.06,1.47,0.0,4Yr,"University of Nevada, Las Vegas (Paradise, NV)",1
2014,1,,19,FrRnd,19,Reds,Y,"$1,990,500 ",Nick Howard(minors),RHP,,,,,,,,,,,,,4Yr,"University of Virginia (Charlottesville, VA)",0
2014,1,,20,FrRnd,20,Rays,Y,"$2,035,500 ",Casey Gillaspie(minors),1B,,,,,,,,,,,,,4Yr,"Wichita State University (Wichita, KS)",0
2014,1,,21,FrRnd,21,Indians,Y,"$1,900,000 ",Bradley Zimmer(minors),OF,2.8,320.0,823.0,21.0,0.216,0.642,,,,,,,4Yr,"University of San Francisco (San Francisco, CA)",0
2014,1,,22,FrRnd,22,Dodgers,Y,"$2,500,000 ",Grant Holmes(minors),RHP,,,,,,,,,,,,,HS,"Conway HS (Conway, SC)",1
2014,1,,23,FrRnd,23,Tigers,Y,"$2,000,000 ",Derek Hill(minors),OF,-0.2,95.0,233.0,4.0,0.24,0.63,,,,,,,HS,"Elk Grove HS (Elk Grove, CA)",1
2014,1,,24,FrRnd,24,Pirates,Y,"$1,800,000 ",Cole Tucker(minors),SS,-2.0,154.0,436.0,5.0,0.211,0.573,,,,,,,HS,"Mountain Pointe HS (Phoenix, AZ)",1
2014,1,,25,FrRnd,25,Athletics,Y,"$1,750,000 ",Matt Chapman(minors),3B,24.3,649.0,2355.0,122.0,0.24,0.793,,,,,,,4Yr,"California State University, Fullerton (Fullerton, CA)",1
2014,1,,26,FrRnd,26,Red Sox,Y,"$1,870,500 ",Michael Chavis(minors),SS,0.4,248.0,824.0,35.0,0.244,0.715,,,,,,,HS,"Sprayberry HS (Marietta, GA)",0
2014,1,,27,FrRnd,27,Cardinals,Y,"$1,843,000 ",Luke Weaver(minors),RHP,1.5,84.0,108.0,1.0,0.167,0.382,95.0,24.0,36.0,4.8,1.39,0.0,4Yr,"Florida State University (Tallahassee, FL)",1
2014,1,,28,FrRnd,28,Royals,Y,"$1,925,000 ",Foster Griffin(minors),LHP,-0.2,0.0,0.0,0.0,,,6.0,1.0,0.0,9.0,1.67,0.0,HS,"The First Academy (Orlando, FL)",1
2014,1,,29,FrRnd,29,Reds,Y,"$1,788,000 ",Alex Blandino(minors),SS,-0.3,135.0,234.0,2.0,0.227,0.63,5.0,0.0,0.0,7.71,1.93,0.0,4Yr,"Stanford University (Palo Alto, CA)",0
2014,1,,30,FrRnd,30,Rangers,Y,"$1,750,000 ",Luis Ortiz(minors),RHP,-0.4,0.0,0.0,0.0,,,3.0,0.0,2.0,12.71,3.35,0.0,HS,"Sanger HS (Sanger, CA)",0
2014,1,,31,FrRnd,31,Indians,Y,"$1,600,000 ",Justus Sheffield(minors),LHP,-0.6,3.0,4.0,0.0,0.25,0.5,47.0,11.0,12.0,5.37,1.62,0.0,HS,"Tullahoma HS (Tullahoma, TN)",0
2014,1,,32,FrRnd,32,Braves,Y,"$1,705,000 ",Braxton Davidson(minors),OF,,,,,,,,,,,,,HS,"T. C. Roberson HS (Asheville, NC)",0
2014,1,,33,FrRnd,33,Red Sox,Y,"$1,500,000 ",Michael Kopech(minors),RHP,3.5,4.0,1.0,0.0,0.0,0.0,62.0,7.0,9.0,3.32,1.12,0.0,HS,"Mount Pleasant HS (Mount Pleasant, TX)",0
2014,1,,34,FrRnd,34,Cardinals,Y,"$2,000,000 ",Jack Flaherty(minors),RHP,9.3,84.0,123.0,1.0,0.155,0.412,96.0,32.0,24.0,3.38,1.09,0.0,HS,"Harvard-Westlake HS (Los Angeles, CA)",1
2014,1,,35,FrRnd,35,Rockies,Y,"$2,000,000 ",Forrest Wall(minors),2B,,,,,,,,,,,,,HS,"Orangewood Christian HS (Maitland, FL)",0
2014,1,,36,FrRnd,36,Marlins,Y,"$1,170,000 ",Blake Anderson(minors),C,,,,,,,,,,,,,HS,"West Lauderdale HS (Collinsville, MS)",0
2014,1,,37,FrRnd,37,Astros,Y,"$1,534,100 ",Derek Fisher(minors),OF,0.2,172.0,410.0,17.0,0.195,0.663,,,,,,,4Yr,"University of Virginia (Charlottesville, VA)",0
2014,1,,38,FrRnd,38,Indians,Y,"$1,250,000 ",Mike Papi(minors),OF,,,,,,,,,,,,,4Yr,"University of Virginia (Charlottesville, VA)",0
2014,1,,39,FrRnd,39,Pirates,Y,"$1,250,000 ",Connor Joe(minors),OF,2.9,144.0,479.0,13.0,0.269,0.779,,,,,,,4Yr,"University of San Diego (San Diego, CA)",1
2014,1,,40,FrRnd,40,Royals,Y,"$1,350,000 ",Chase Vallot(minors),C,,,,,,,,,,,,,HS,"St. Thomas More HS (Lafayette, LA)",1
2014,1,,41,FrRnd,41,Brewers,Y,"$1,830,000 ",Jake Gatewood(minors),SS,,,,,,,,,,,,,HS,"Clovis HS (Clovis, CA)",0
2015,1,,1,FrRnd,1,Diamondbacks,Y,"$6,500,000 ",Dansby Swanson(minors),SS,12.3,746.0,2709.0,91.0,0.255,0.743,,,,,,,4Yr,"Vanderbilt University (Nashville, TN)",0
2015,1,,2,FrRnd,2,Astros,Y,"$5,900,000 ",Alex Bregman(minors),SS,27.4,726.0,2672.0,126.0,0.277,0.871,,,,,,,4Yr,"Louisiana State University (Baton Rouge, LA)",1
2015,1,,3,FrRnd,3,Rockies,Y,"$5,500,000 ",Brendan Rodgers(minors),SS,2.4,203.0,755.0,23.0,0.265,0.738,,,,,,,HS,"Lake Mary HS (Lake Mary, FL)",0
2015,1,,4,FrRnd,4,Rangers,Y,"$4,200,000 ",Dillon Tate(minors),RHP,2.2,5.0,0.0,0.0,,,124.0,1.0,12.0,3.95,1.15,5.0,4Yr,"University of California, Santa Barbara (Santa Barbara, CA)",1
2015,1,,5,FrRnd,5,Astros,Y,"$4,000,000 ",Kyle Tucker(minors),OF,11.5,322.0,1105.0,59.0,0.271,0.853,,,,,,,HS,"H. B. Plant HS (Tampa, FL)",1
2015,1,,6,FrRnd,6,Twins,Y,"$3,889,500 ",Tyler Jay(minors),LHP,,,,,,,,,,,,,4Yr,"University of Illinois at Urbana-Champaign (Champaign, IL)",0
2015,1,,7,FrRnd,7,Red Sox,Y,"$3,590,400 ",Andrew Benintendi(minors),OF,14.5,696.0,2620.0,71.0,0.278,0.784,,,,,,,4Yr,"University of Arkansas (Fayetteville, AR)",0
2015,1,,8,FrRnd,8,White Sox,Y,"$3,470,600 ",Carson Fulmer(minors),RHP,-1.2,22.0,3.0,0.0,0.0,0.0,74.0,6.0,9.0,6.41,1.58,0.0,4Yr,"Vanderbilt University (Nashville, TN)",0
2015,1,,9,FrRnd,9,Cubs,Y,"$3,000,000 ",Ian Happ(minors),OF,9.2,598.0,1826.0,95.0,0.248,0.81,1.0,0.0,0.0,0.0,1.0,0.0,4Yr,"University of Cincinnati (Cincinnati, OH)",1
2015,1,,10,FrRnd,10,Phillies,Y,"$3,231,300 ",Cornelius Randolph(minors),SS,,,,,,,,,,,,,HS,"Griffin HS (Griffin, GA)",0
